Protocolo,data,hora,natureza,situacao,bairro,endereco,numero,detalhe_endereco_acidente,complemento,bairro_cruzamento,num_semaforo,sentido_via,tipo,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,velocidade_max_via,mao_direcao,divisao_via1,divisao_via2,divisao_via3
202200541,2022-01-08,,COM VÍTIMA,FINALIZADA,AFOGADOS,RUA DA PAZ,204,RUA NICOLAU PEREIRA,EM FRENTE ACAIXA ECONOMICA FEDERAL. SITUAÇÃO ATIPICA ACIDENTE COM VÍTIMA ONDE O SUSPEITO DE FURTO FOI COLIDIDU POR OUTRO VEÍCULO REAGINDO A INVESTIDADO SUSPEITO QUE CONDUZIA UMA MOTO,AFOGADOS,,SUBURBIO,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,R-6a,,Única,Não existe,,
202200544,2022-01-08,,COM VÍTIMA,DUPLICIDADE,AFOGADOS,RUA DA PAZ,239,,EM FRENTE À CAIXA ECONÔMICA,AFOGADOS,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
202200545,2022-01-08,,COM VÍTIMA,FINALIZADA,CASA AMARELA,RUA PADRE LEMOS,,,ENFRENTE AO MERCADO DE CASA AMARELA / ATACAREJO,CASA AMARELA,,CIDADE,ATROPELAMENTO DE PESSOA,0,1,0,0,1,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,,Dupla,Não existe,,
202200547,2022-01-08,,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA DES JOAO PAES,656,,PROX AO RESTAURANTE BODE DO NO / EM FRENTE AO ED MERIDIEN,BOA VIAGEM,,SUBURBIO,CHOQUE,3,0,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,"Placas ""Pare""",30 km/h,Única,Não existe,,
202200548,2022-01-08,,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,,,PRÓX AO POSTO DISLUB,SANTO AMARO,378,OLINDA,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,60 km/h,Dupla,Canal,Faixa seccionada,
202200556,2022-01-08,,COM VÍTIMA,FINALIZADA,CASA FORTE,AV DEZESSETE DE AGOSTO,,RUA PIAUI,ENFRENTE AO CENTRO MEDICO SENADOR  / AO LADO POSTO DISLUB,CASA FORTE,251,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,Outros,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,,Dupla,Não existe,,
202200571,2022-01-09,,COM VÍTIMA,FINALIZADA,BAIRRO DO RECIFE,CAIS DO APOLO,,,ANTES DA RUA RIO BRANCO / OPOSTO AO BANCO DO BRASIL,BAIRRO DO RECIFE,,,QUEDA,0,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Dupla,Canteiro central,,
202200589,2022-01-09,,COM VÍTIMA,FINALIZADA,IPUTINGA,RUA SAO MATEUS,717,RUA JOSE FELIPE SANTIAGO,EM FRENTE A ASSEMBLEIA DE DEUS,IPUTINGA,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Incompleta,Seca,Mal conservada,Não existe,Não há placas,,Dupla,Não existe,,
202200624,2022-01-09,,COM VÍTIMA,FINALIZADA,ESPINHEIRO,RUA ALFREDO DE CARVALHO,150,RUA ALFREDO DE MEDEIROS,PRÓX AO EXTRA,ESPINHEIRO,,SUBURBIO,CHOQUE,2,0,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6b,30 km/h,Única,Não existe,,
202200633,2022-01-10,,SEM VÍTIMA,FINALIZADA,ILHA DO LEITE,AV GOVERNADOR AGAMENON MAGALHAES,4779,,EM FRENTE AO ISAAC NEWTON,ILHA DO LEITE,,,COLISÃO LATERAL,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
202200655,2022-01-10,,COM VÍTIMA,FINALIZADA,CORDEIRO,AV CAXANGA,4038,EST DO BARBALHO,CRUZAMENTO,CORDEIRO,533,SUBURBIO,ATROPELAMENTO DE PESSOA,0,1,0,0,1,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Não há placas,60 km/h,Única,Faixa contínua,Faixa seccionada,Canteiro central
202200670,2022-01-10,,COM VÍTIMA,FINALIZADA,ESPINHEIRO,RUA AMELIA,,RUA ESMERALDINO BANDEIRA,EM FRENTE AO BAR E RESTAURANTE TRADICAO,ESPINHEIRO,675,CIDADE,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Com defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Única,Faixa contínua,,
202200671,2022-01-10,,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA BARAO DE SOUZA LEAO,1000,RUA ALMIRANTE NELSON FERNANDES,APOS O COLEGIO SANTOS DUMONT E/F AO POSTO IPIRANGA,BOA VIAGEM,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Única,Faixa seccionada,,
202200672,2022-01-10,,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA DOM JOSE LOPES,676,RUA CORONEL ANIZIO RODRIGUES COELHO,AO LADO DO BAR ESCRITORIO  / AO LADO COLEGIO E CURSO VENCER,BOA VIAGEM,,SUBURBIO,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Chuvoso,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,"Placas ""Pare""",,Única,Faixa seccionada,,
202200676,2022-01-10,,COM VÍTIMA,CANCELADA,IPUTINGA,AV MAURICIO DE NASSAU,455,EST DO BARBALHO,PROX AO DETRAN,IPUTINGA,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
202200691,2022-01-10,,COM VÍTIMA,FINALIZADA,IPUTINGA,AV CAXANGA,4190,,"E/F A PAGUE MENOS E TI NOVA, SNT CAMARAGIBE / POR BAIXO DO VIADUTO",IPUTINGA,290,SUBURBIO,COLISÃO COM CICLISTA,0,1,0,1,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,60 km/h,Única,Faixa seccionada,,
202200692,2022-01-10,,COM VÍTIMA,FINALIZADA,ESPINHEIRO,RUA DO ESPINHEIRO,200,RUA SANTO ELIAS,E/F AO POSTO IPIRANGA,ESPINHEIRO,,CIDADE,COLISÃO TRANSVERSAL,0,2,0,0,0,0,0,0,0,3,0,Cruzamento,Bom,Não existe,Ilegível,Seca,Perfeito estado,Faixa de pedestre,"Placas ""Pare""",,Única,Faixa seccionada,,
202200693,2022-01-10,,COM VÍTIMA,FINALIZADA,ENCRUZILHADA,AV BEBERIBE,,RUA DA CORAGEM,E/F AO POSTO SHEEL,ENCRUZILHADA,186,CIDADE,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Outros,R-6a,40 km/h,Dupla,Faixa contínua,,
202200697,2022-01-10,,COM VÍTIMA,FINALIZADA,ALTO JOSÉ BONIFÁCIO,RUA CORREGO DO EUCLIDES,1410,,NA RUA DO ARMAZEM SHALON,ALTO JOSÉ BONIFÁCIO,,SUBURBIO,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Não existente,Seca,,,,,Dupla,Faixa seccionada,,
202200699,2022-01-10,,COM VÍTIMA,CANCELADA,BOA VISTA,RUA DO PROGRESSO,95,,E/F AO CCE E PRÓX AO CONSULADO,BOA VISTA,,,COLISÃO FRONTAL,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
202200700,2022-01-10,,SEM VÍTIMA,FINALIZADA,JOANA BEZERRA,VIADUTO CAPITAO TEMUDO,,,,JOANA BEZERRA,,CIDADE,CHOQUE,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
202200706,2022-01-11,,COM VÍTIMA,FINALIZADA,MACAXEIRA,AV NORTE MIGUEL ARRAES DE ALENCAR,1069,,EM FRENTE A MERTERNIDADE BARROS LIMA E MEC MATERIAIS DE CONSTRUÇÃO.,MACAXEIRA,,CIDADE,COLISÃO TRASEIRA,2,1,0,0,0,0,0,0,0,1,0,Longo da via,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Não há placas,60 km/h,Dupla,Faixa contínua,Canteiro central,
202200741,2022-01-11,,COM VÍTIMA,FINALIZADA,PINA,AVENIDA CELSO FURTADO (VIA MANGUE),,,DESCIDA DO VIADULTO DA VIA MANGUE. SOBRE O 19º BPM.,PINA,,CIDADE,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Chuvoso,Não existe,Não existente,Molhada,Perfeito estado,Não existe,Não há placas,,Única,Faixa seccionada,,
202200746,2022-01-11,,SEM VÍTIMA,FINALIZADA,MADALENA,AV CAXANGA,,RUA HERMOGENES DE MORAIS,LADO OPOSTO AO BRADESCO,MADALENA,257,SUBURBIO,COLISÃO TRANSVERSAL,2,0,0,0,0,0,0,0,1,0,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,40 km/h,Dupla,Faixa contínua,,
202200752,2022-01-11,,COM VÍTIMA,CANCELADA,BOA VIAGEM,AV CONSELHEIRO AGUIAR,3810,RUA BRUNO VELOSO,ESQUINA DA FARMACIA DA DROGASIL,BOA VIAGEM,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
202200757,2022-01-11,,COM VÍTIMA,FINALIZADA,ARRUDA,AV BEBERIBE,1253,RUA BOLIVAR,EM FRENTE AO ESTÁDIO DO ARRUDA,ARRUDA,,CIDADE,COLISÃO TRANSVERSAL,1,0,1,0,0,0,0,0,0,1,0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,,R-6a,,Dupla,Faixa contínua,,
202200761,2022-01-11,,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AVENIDA CELSO FURTADO (VIA MANGUE),,,NA BIFURÇÃO DO VIADUTO SENTIDO SUBURBIO,BOA VIAGEM,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,2,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Única,,,
202200762,2022-01-11,,COM VÍTIMA,FINALIZADA,CORDEIRO,RUA GOMES TABORDA,1583,RUA FIRMINO DE BARROS,PROX AO BAR VAPOR E/F A CASA DE BAQTERIA QWS MOURA POWER CAR,CORDEIRO,,SUBURBIO,COLISÃO COM CICLISTA,2,0,0,1,0,0,0,0,0,1,0,Cruzamento,Bom,Não existe,Não existente,Seca,Mal conservada,Não existe,Não há placas,,Dupla,Faixa seccionada,,
202200771,2022-01-11,,SEM VÍTIMA,FINALIZADA,VÁRZEA,RUA AGRICOLANDIA,196,,PROX AO HOSPITAL HAPIVIDA,VÁRZEA,,,CHOQUE,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
202200779,2022-01-11,,COM VÍTIMA,FINALIZADA,TAMARINEIRA,EST VELHA DE AGUA FRIA,596,AV NORTE MIGUEL ARRAES DE ALENCAR,PRÓX A FERREIRA COSTA,TAMARINEIRA,,SUBURBIO,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,,Dupla,Faixa contínua,Faixa seccionada,Canteiro central
202200790,2022-01-12,,COM VÍTIMA,FINALIZADA,MACAXEIRA,AV NORTE MIGUEL ARRAES DE ALENCAR,7608,AV JOSE AMERICO DE ALMEIDA,PRÓXIMO A ACADEMIA DA CIDADE DO RECIFE.,MACAXEIRA,,SUBURBIO,TOMBAMENTO,0,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,,,60 km/h,Dupla,Faixa contínua,,
202200798,2022-01-12,,SEM VÍTIMA,FINALIZADA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,,,EM FRENTE  AO POSTO DE COMBUSTÍVEL  BR,SANTO AMARO,,,COLISÃO FRONTAL,2,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,60 km/h,Dupla,Faixa seccionada,,
202200811,2022-01-12,,COM VÍTIMA,FINALIZADA,SÃO JOSÉ,RUA IMPERIAL,962,TRV DO RAPOSO,NO SEMÁFORO 510 / CM FERRO E AÇO,SÃO JOSÉ,510,,COLISÃO TRANSVERSAL,0,2,0,0,0,0,0,1,0,2,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,,Única,Faixa contínua,Faixa seccionada,
202200834,2022-01-12,,COM VÍTIMA,FINALIZADA,PINA,AVENIDA CELSO FURTADO (VIA MANGUE),,,"PROXIMO AO RIO MAR, COMEÇO DA VIA MANGUE/ SENTIDO PIEDADE",PINA,,SUBURBIO,COLISÃO COM CICLISTA,0,1,0,1,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,Outras,,Única,Faixa seccionada,,
202200842,2022-01-12,,SEM VÍTIMA,FINALIZADA,ESPINHEIRO,RUA CONS PORTELA,10,RUA BARAO DE ITAMARACA,EM FRENTE AO ALL BAR ESPINHEIRO,ESPINHEIRO,464,SUBURBIO,CHOQUE,1,0,0,0,0,0,0,0,0,0,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,,Faixa de pedestre,Não há placas,,Única,Faixa contínua,,
202200843,2022-01-12,,COM VÍTIMA,CANCELADA,ARRUDA,RUA DA REGENERACAO,,,PROX AO ANTIGO EDFC ELDORADO,ARRUDA,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
202200901,2022-01-13,,COM VÍTIMA,FINALIZADA,AFOGADOS,RUA SAO MIGUEL,1136,,LADO OPOSTO AO CHINE BOX  S/T CI,AFOGADOS,,CIDADE,COLISÃO TRANSVERSAL,1,1,0,0,0,1,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Faixa seccionada,,
202200926,2022-01-13,,COM VÍTIMA,FINALIZADA,CAMPO GRANDE,EST DE BELEM,836,RUA PAULO DE ARRUDA,SEMÁFORO 094 / E/F AO POSTO PETRONAC E CLINICA CENTRAL,CAMPO GRANDE,94,SUBURBIO,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,,Dupla,Faixa contínua,,
202200927,2022-01-13,,VÍTIMA FATAL,FINALIZADA,PAISSANDU,AV GOVERNADOR AGAMENON MAGALHAES,4581,RUA GENERAL JOAQUIM INACIO,AO LADO DO INSTITUTO CERVANTES,PAISSANDU,69,CIDADE,COLISÃO TRASEIRA,0,1,0,0,0,0,1,0,0,0,1,Esquina,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Outras,,Dupla,Canteiro central,,
202200929,2022-01-14,,SEM VÍTIMA,FINALIZADA,AREIAS,AV RECIFE,,,SEMÁFORO 599 - EM FRENTE AO BIG BOMPREÇO,AREIAS,599,,CHOQUE,1,0,0,0,0,0,0,0,0,0,0,Longo da via,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Não há placas,60 km/h,Dupla,Faixa contínua,Canteiro central,
202200983,2022-01-14,,COM VÍTIMA,FINALIZADA,AFOGADOS,RUA SAO MIGUEL,553,,ENFRENTE A IGREJA DA FE / SOFRIOS REFRIGERACAO,AFOGADOS,,SUBURBIO,COLISÃO TRASEIRA,3,0,0,0,0,1,0,0,0,2,0,Longo da via,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Não existe,Outras,,Dupla,Faixa contínua,,
202200992,2022-01-14,,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV CONSELHEIRO AGUIAR,4468,,E/F AO  MERCADO EXTRA / AO LADO DO BANCO SANTANDER,BOA VIAGEM,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Não existe,R-6a,,Única,Faixa seccionada,,
202201000,2022-01-15,,COM VÍTIMA,CANCELADA,SANTO AMARO,RUA SAO MATEUS,,RUA LEAL DE BARROS,EM FRENTE AO DEPOSITO DOS CORREIOS,SANTO AMARO,,,COLISÃO FRONTAL,0,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,
202201016,2022-01-15,,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA JOAO CARDOSO AIRES,971,RUA CAMBOIM,,BOA VIAGEM,,SUBURBIO,COLISÃO TRANSVERSAL,1,0,0,0,0,0,1,0,0,0,0,Cruzamento,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Faixa de retenção,"Placas ""Pare""",30 km/h,Dupla,Faixa seccionada,,
202201020,2022-01-15,,COM VÍTIMA,FINALIZADA,BARRO,AV DR JOSE RUFINO,,,E/F A IGREJA DO BARRO,BARRO,539,SUBURBIO,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Chuvoso,Sem defeito,Ilegível,Molhada,Mal conservada,Faixa de pedestre,Não há placas,,Dupla,Não existe,,
202201023,2022-01-16,,COM VÍTIMA,FINALIZADA,LINHA DO TIRO,RUA URIEL DE HOLANDA,181,AV HILDEBRANDO DE VASCONCELOS,AO LADO DA PERNAMBUCO MOTOS,LINHA DO TIRO,447,CIDADE,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Intermitente,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,30 km/h,Dupla,Não existe,,
202201042,2022-01-16,,COM VÍTIMA,FINALIZADA,PARNAMIRIM,AV PARNAMIRIM,373,RUA ANDRE CAVALCANTE,PROX. AO BANCO SANTANDER / OPOSTO AO EDF BEACH CLASS,PARNAMIRIM,,CIDADE,ATROPELAMENTO DE PESSOA,1,0,0,0,1,0,0,0,0,1,0,Esquina,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,R-6a,,Única,Faixa seccionada,,
202201055,2022-01-16,,COM VÍTIMA,FINALIZADA,VÁRZEA,AV AFONSO OLINDENSE,72,,PROX AO POSTO SHELL E OS ORREIOS DA ENTRADA DA VARZEA,VÁRZEA,,SUBURBIO,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,,R-6a,40 km/h,Dupla,Faixa contínua,,
202201064,2022-01-16,,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV CONSELHEIRO AGUIAR,1415,RUA JORNAL VANGUARDA,PRÓX À GALERIA RECIFE TRADE CENTER,BOA VIAGEM,240,CIDADE,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,60 km/h,Única,Faixa seccionada,,
202201071,2022-01-16,,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,153,,PRÓX AO SHOPPING TACARUNA,SANTO AMARO,,CIDADE,ATROPELAMENTO DE PESSOA,0,1,0,0,1,0,0,0,0,2,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,60 km/h,Dupla,Faixa seccionada,,
202201075,2022-01-16,,COM VÍTIMA,FINALIZADA,VÁRZEA,AV AFONSO OLINDENSE,72,AV CAXANGA,PRÓX AO POSTO SHELL / SEMAFORO 568,VÁRZEA,,,ATROPELAMENTO DE PESSOA,1,0,0,0,1,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,,R-6a,,Dupla,Faixa contínua,,
202201076,2022-01-16,,SEM VÍTIMA,FINALIZADA,BOMBA DO HEMETÉRIO,RUA SAO BENTO,340,,E/F AO POSTO NORTE BRAZ,BOMBA DO HEMETÉRIO,,,COLISÃO FRONTAL,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
202201077,2022-01-16,,COM VÍTIMA,FINALIZADA,CASA AMARELA,EST DO ARRAIAL,3546,RUA DA HARMONIA,DROGASIL,CASA AMARELA,74,SUBURBIO,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,2,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Única,Faixa seccionada,,
202201078,2022-01-17,,VÍTIMA FATAL,FINALIZADA,PRADO,AV ENGENHEIRO ABDIAS DE CARVALHO,,RUA JOAO IVO DA SILVA,EM FRENTE A HABIB'S,PRADO,132,SUBURBIO,COLISÃO TRANSVERSAL,0,1,0,0,0,0,1,0,0,0,1,Cruzamento,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Não há placas,,Dupla,Canteiro central,,
202201090,2022-01-17,,SEM VÍTIMA,FINALIZADA,ENGENHO DO MEIO,AV ENGENHEIRO ABDIAS DE CARVALHO,,,"EM FRENTE AO POSTO BR, SENT. CURADO",ENGENHO DO MEIO,,,CHOQUE,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
202201092,2022-01-17,,SEM VÍTIMA,FINALIZADA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,,AV DR JAYME DA FONTE,EM FRENTE AO SEMÁFORO Nº 049,SANTO AMARO,49,,,2,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60 km/h,Dupla,Faixa seccionada,Canteiro central,
202201115,2022-01-17,,SEM VÍTIMA,FINALIZADA,GRAÇAS,RUA ESMERALDINO BANDEIRA,225,,EM FRENTE AO Nº 225,GRAÇAS,,SUBURBIO,,1,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,30 km/h,Única,Não existe,,
202201116,2022-01-17,,SEM VÍTIMA,FINALIZADA,IPSEP,RUA JEAN EMILE FAVRE,,RUA SILVEIRA NETO,,IPSEP,,CIDADE,CHOQUE,0,0,0,0,0,0,1,0,0,0,0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,,Dupla,Faixa contínua,Faixa seccionada,
202201122,2022-01-17,,COM VÍTIMA,FINALIZADA,SÃO JOSÉ,RUA IMPERIAL,981,TRV DO RAPOSO,EM FRENTE A CM FERROS E PROXIMO AO SEMAFORO 510,SÃO JOSÉ,510,SUBURBIO,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Única,Faixa contínua,,
202201123,2022-01-17,,COM VÍTIMA,CANCELADA,CORDEIRO,RUA PROFESSOR JOAQUIM XAVIER DE BRITO,166,,PROXIMO AO ARMAZEM JC,CORDEIRO,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
202201132,2022-01-17,,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV NORTE MIGUEL ARRAES DE ALENCAR,,,VIADUTO DA AVENIDA NORTE  SOBRE A AV AGAMENON MAGALHÃES,SANTO AMARO,,SUBÚRBIO,COLISÃO TRASEIRA,0,1,0,1,0,1,1,0,0,1,0,Viaduto,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60 km/h,Dupla,Faixa seccionada,,
202201133,2022-01-17,,COM VÍTIMA,FINALIZADA,MADALENA,RUA BENFICA,,,NO GIRADOURO DO INTERNACIONAL  NO SEMAFORO 590,MADALENA,590,CIDADE,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Rotatória,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,"Placas ""Pare""",,,Faixa contínua,Faixa seccionada,
202201139,2022-01-17,,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,RUA ITALIA,,RUA ARQUITETO LUIZ NUNES,AO LADO DO SUPERMERCADO ASSAI,IMBIRIBEIRA,,,COLISÃO FRONTAL,0,0,1,0,0,1,0,0,0,1,0,Cruzamento,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,"Placas ""Pare""",,Dupla,Não existe,,
202201142,2022-01-18,,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,RUA IZABEL DE SOUZA,416,RUA PAMPULHA,POR TRÁS DA EUROVIA RENAULT IMBIRIBEIRA,IMBIRIBEIRA,450,SUBURBIO,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Única,Não existe,,
202201158,2022-01-18,,SEM VÍTIMA,FINALIZADA,PRADO,AV ENGENHEIRO ABDIAS DE CARVALHO,,,EM FRENTE A PARADA DE ÔNIBUS Nº 060018,PRADO,,SUBURBIO,CHOQUE,1,0,0,0,0,0,0,0,0,0,0,Longo da via,,Não existe,Perfeito estado,,Perfeito estado,,,,Única,Faixa seccionada,,
202201194,2022-01-18,,COM VÍTIMA,FINALIZADA,ENCRUZILHADA,AV NORTE MIGUEL ARRAES DE ALENCAR,299,,APOS A HONDA LADO OPOSTO  E/F AO EXTRABOM  / EM FRENTE A MV AUOMOVEIS,ENCRUZILHADA,45,SUBURBIO,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,Não há placas,60 km/h,Dupla,Canteiro central,,
202201198,2022-01-18,,SEM VÍTIMA,FINALIZADA,AFOGADOS,RUA MOTOCOLOMBO,190,,EM FRENTE A IGREJA PRESBITERIANA DO LARGO DA PAZ,AFOGADOS,,SUBURBIO,ATROPELAMENTO DE ANIMAL,0,1,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Única,Faixa seccionada,,
202201201,2022-01-18,,COM VÍTIMA,FINALIZADA,BARRO,AV DR JOSE RUFINO,1897,,E/F AO POSTO IMPERIO,BARRO,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
