Protocolo,data,hora,natureza,situacao,bairro,endereco,numero,detalhe_endereco_acidente,complemento,bairro_cruzamento,num_semaforo,sentido_via,tipo,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,velocidade_max_via,mao_direcao,divisao_via1,divisao_via2,divisao_via3
202218855,2022-08-15,,SEM VÍTIMA,CANCELADA,ALTO DO MANDU,RUA TRAMANDAI,175,,PROX AO POSTO DE SAUDE,ALTO DO MANDU,,,COLISÃO LATERAL,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
202218856,2022-08-15,,SEM VÍTIMA,FINALIZADA,ESTÂNCIA,RUA JOAO TEIXEIRA,601,,NO FINAL DA RUA DO COLEGIO VISAO,ESTÂNCIA,,,COLISÃO FRONTAL,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
202218858,2022-08-15,,COM VÍTIMA,FINALIZADA,MADALENA,RUA REAL DA TORRE,332,,EM FRENTE DA MARCOS EQUIPADORA,MADALENA,,SUBURBIO,ATROPELAMENTO DE PESSOA,0,1,0,0,1,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,50 km/h,,Faixa seccionada,,
202218861,2022-08-15,,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,465,,EM FRENTE A UPE/ SENTIDO OLINDA,SANTO AMARO,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,,Dupla,Canal,,
202218872,2022-08-15,,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV NORTE MIGUEL ARRAES DE ALENCAR,637,,APOS O SEMAFORO DA RUA 13 DE MAIO,SANTO AMARO,,CIDADE,ATROPELAMENTO DE PESSOA,0,1,0,0,1,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60 km/h,Dupla,Canteiro central,,
202218904,2022-08-16,,COM VÍTIMA,FINALIZADA,PINA,AV ANTONIO DE GOES,742,RUA MANOEL DE BRITO,EM FRENTE AO EMPRESARIAL JOPIN,PINA,103,,ATROPELAMENTO DE ANIMAL,0,1,0,0,0,0,0,0,1,2,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-25b,60 km/h,Única,Canteiro central,,
202218943,2022-08-16,,SEM VÍTIMA,FINALIZADA,JAQUEIRA,RUA PADRE ROMA,149,AV CONS ROSA E SILVA,APÓS HOSPITAL CORREIA PICANÇO,JAQUEIRA,61,SUBURBIO,COLISÃO TRASEIRA,2,0,0,0,0,0,0,1,0,0,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,,Dupla,Faixa contínua,Faixa seccionada,
202218958,2022-08-16,,COM VÍTIMA,FINALIZADA,ESPINHEIRO,RUA CONS PORTELA,676,AV JOAO DE BARROS,PROXIMO AO ITAU,ESPINHEIRO,,,ATROPELAMENTO DE PESSOA,1,0,0,0,1,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,,Única,Faixa,,
202219004,2022-08-17,,COM VÍTIMA,FINALIZADA,VASCO DA GAMA,RUA CORREGO DO OURO,352,,PANIFICADORA VITOR,VASCO DA GAMA,,,COLISÃO LATERAL,1,0,0,0,0,0,1,0,0,1,0,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Não existe,,
202219006,2022-08-17,,COM VÍTIMA,FINALIZADA,DOIS IRMÃOS,RUA MANUEL DE MEDEIROS,,,EM FRENTE À UFRPE,DOIS IRMÃOS,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Não existe,Não há placas,,Dupla,Faixa seccionada,,
202219030,2022-08-17,,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,RUA JOAQUIM BANDEIRA,374,AV SUL,EM FRENTE A MAFEMA E AO LADO DA ESTAÇÃO ANTÔNIO FALCÃO ( METRÔ),IMBIRIBEIRA,,CIDADE,,1,0,0,0,0,0,0,1,0,0,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,,Única,Faixa seccionada,,
202219046,2022-08-17,,COM VÍTIMA,CANCELADA,SANTO ANTÔNIO,PRC DA REPUBLICA,,AV DANTAS BARRETO,EM FRENTE AO TEATRO SANTA  ISABEL,SANTO ANTÔNIO,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
202219064,2022-08-17,,COM VÍTIMA,FINALIZADA,BOA VISTA,RUA DO HOSPICIO,,RUA PRINCESA IZABEL,CAMERA DOS VEREADOPRES,BOA VISTA,31,,ATROPELAMENTO DE PESSOA,1,0,0,0,1,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Dupla,Faixa contínua,,
202219085,2022-08-17,,COM VÍTIMA,FINALIZADA,BOA VISTA,AV CONDE DA BOA VISTA,1288,,PRÓXIMO AO BRADESCO,BOA VISTA,,SUBURBIO,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Outros,Não há placas,,Dupla,Canteiro central,,
202219088,2022-08-17,,COM VÍTIMA,FINALIZADA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,,,PRÓXIMO AO BURGUER KING - SENTIDO BOA VIAGEM,DERBY,,,COLISÃO LATERAL,0,1,0,0,0,1,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,60 km/h,Dupla,Canal,,
202219108,2022-08-18,,COM VÍTIMA,FINALIZADA,AFOGADOS,RUA SAO MIGUEL,469,,EM FRENTE AO POSTO DE GASOLINA DISLUB,AFOGADOS,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,50 km/h,Dupla,Faixa contínua,,
202219119,2022-08-18,,COM VÍTIMA,FINALIZADA,IPSEP,AV RECIFE,1810,RUA JEAN EMILE FAVRE,,IPSEP,130,IMBIRIBEIRA,COLISÃO TRASEIRA,0,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,,Perfeito estado,Faixa de pedestre,R-5a,,,Faixa contínua,,
202219123,2022-08-18,,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,RUA JACI,136,RUA JOAQUIM BANDEIRA,APOS A FERREIRA COSTA,IMBIRIBEIRA,534,CIDADE,COLISÃO LATERAL,0,1,0,0,0,1,0,0,0,1,0,Cruzamento,Bom,Não existe,Não existente,Molhada,Perfeito estado,Não existe,Não há placas,60 km/h,Única,Não existe,,
202219135,2022-08-18,,COM VÍTIMA,FINALIZADA,TEJIPIÓ,AV LIBERDADE,,,EM FENTE AO CEMITÉRIO PARQUE DAS FLORES,TEJIPIÓ,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,,30 km/h,Dupla,Não existe,,
202219146,2022-08-18,,SEM VÍTIMA,FINALIZADA,AFOGADOS,RUA SANTOS ARAUJO,320,RUA SAO MIGUEL,POSTO DE COMBUS BRAZ PETRO,AFOGADOS,333,SUBURBIO,,0,0,0,0,0,0,1,0,0,0,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Única,Faixa seccionada,,
202219165,2022-08-18,,COM VÍTIMA,FINALIZADA,SANTO ANTÔNIO,RUA IMPERADOR PEDRO SEGUNDO,447,RUA PRIMEIRO DE MARCO,PROX AO BANCO ITAU,SANTO ANTÔNIO,18,CI,COLISÃO FRONTAL,0,2,0,0,0,0,0,0,0,2,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,,Única,Faixa contínua,Faixa seccionada,
202219170,2022-08-18,,COM VÍTIMA,FINALIZADA,PINA,AV HERCULANO BANDEIRA,673,,,PINA,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,2,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,,Única,Faixa seccionada,,
202219171,2022-08-18,,SEM VÍTIMA,FINALIZADA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,,,EM FRENTE AO HOSPITAL DA RESTAURAÇÃO,DERBY,,,,1,0,0,0,0,0,0,1,0,0,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Agente,Não há placas,,Única,Faixa seccionada,,
202219172,2022-08-18,,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA DOM JOSE LOPES,57,,EM FRENTE AO BAR SÃO BUTIQUIM,BOA VIAGEM,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,"Placas ""Pare""",,Dupla,Não existe,,
202219175,2022-08-18,,COM VÍTIMA,FINALIZADA,IPSEP,AV RECIFE,2670,,PROXIMO AO SEMAFORO 55,IPSEP,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,R-6a,60 km/h,Única,Faixa seccionada,,
202219178,2022-08-18,,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,,"EM FRENTE A LASER ELETRO, SENTIDO AFOGADOS",IMBIRIBEIRA,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,,Dupla,Faixa seccionada,Canteiro central,
202219180,2022-08-18,,COM VÍTIMA,FINALIZADA,IPSEP,AV RECIFE,,,LADO OPOSTO AO RESIDENCIAL IGNEZ ANDREAZZA,IPSEP,494,CIDADE,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60 km/h,Única,Faixa seccionada,,
202219188,2022-08-18,,COM VÍTIMA,FINALIZADA,JORDÃO,RUA DR ALVARO FERRAZ,53,,PROXIMA A PRAÇA DO JORDÃO BAIXO,JORDÃO,,,COLISÃO LATERAL,0,2,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,,,Não existe,,
202219196,2022-08-18,,COM VÍTIMA,CANCELADA,CÓRREGO DO JENIPAPO,RUA ERUNDINA NEGREIROS DE ARAUJO,,,EM FRENTE A ASSEMBLÉIA DE DEUS,CÓRREGO DO JENIPAPO,,,ATROPELAMENTO DE PESSOA,0,1,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,
202219202,2022-08-18,,COM VÍTIMA,FINALIZADA,ESPINHEIRO,RUA SANTO ELIAS,,RUA DO ESPINHEIRO,ESQUINA DO POSTO IPIRANGA,ESPINHEIRO,,,COLISÃO TRANSVERSAL,0,1,0,0,0,0,0,1,0,1,0,Cruzamento,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,,,Dupla,,,
202219216,2022-08-19,,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,161,,EM FRENTE À PREMIER PRODUTOS ALIMENTÍCIOS,IMBIRIBEIRA,,SUBURBIO,COLISÃO TRASEIRA,1,0,0,0,0,1,0,0,0,0,0,Longo da via,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Outros,R-32,,Dupla,Canteiro central,,
202219222,2022-08-19,,COM VÍTIMA,FINALIZADA,AREIAS,RUA AURORA CACOTE,121,,PROX AO  GALETUS,AREIAS,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Não existe,,
202219253,2022-08-19,,COM VÍTIMA,FINALIZADA,ROSARINHO,AV NORTE MIGUEL ARRAES DE ALENCAR,,,PROX. A PADARIA ROSARINHO,ROSARINHO,,SUBURBIO,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Outros,R-6a,,Dupla,Blocos,,
202219323,2022-08-19,,COM VÍTIMA,FINALIZADA,TORRE,RUA JOSE BONIFACIO,894,,EM FRENTE A HONDA,TORRE,,,COLISÃO TRASEIRA,2,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,,Única,Faixa seccionada,,
202219329,2022-08-20,,SEM VÍTIMA,FINALIZADA,MADALENA,RUA CARLOS GOMES,339,RUA GOMES TABORDA,PROX. AO BAILE PERFUMADO,MADALENA,348,,CHOQUE,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
202219336,2022-08-20,,COM VÍTIMA,FINALIZADA,MADALENA,RUA REAL DA TORRE,,RUA JOSE OSORIO,PROX. A PRAÇA DA MADALENA,MADALENA,179,SUL,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,50 km/h,Única,Faixa seccionada,,
202219343,2022-08-20,,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA CAMBOIM,,RUA DEZ DE JULHO,PROX. A ESTAÇÃO AEROPORTO,BOA VIAGEM,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,"Placas ""Pare""",30 km/h,Única,Faixa contínua,,
202219369,2022-08-20,,COM VÍTIMA,FINALIZADA,AFOGADOS,RUA IMPERIAL,,,PROX AO FERRO E AÇO,AFOGADOS,510,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,R-6a,,Única,Faixa seccionada,,
202219371,2022-08-20,,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV GENERAL MAC ARTHUR,125,,EM FRENTE A LOJA MUNDO DO CABELEIREIRO,IMBIRIBEIRA,,,CHOQUE,1,0,0,0,0,0,0,0,0,5,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,,"Placas ""Pare""",40 km/h,Única,Faixa seccionada,,
202219385,2022-08-20,,COM VÍTIMA,FINALIZADA,SAN MARTIN,RUA QUINZE DE MARCO,,RUA DELMIRO GOUVEIA,"CRUZAMENTO COM A RUA DELMIRO GOUVÉIA, EM FRENTE A CHESF",SAN MARTIN,,SUBURBIO,COLISÃO TRASEIRA,0,2,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Não há placas,,Única,Não existe,,
202219400,2022-08-20,,COM VÍTIMA,FINALIZADA,AREIAS,AV DR JOSE RUFINO,1545,,EM FRENTE AO COLEGIO INCENTIVO,AREIAS,,,COLISÃO TRASEIRA,0,1,0,0,0,1,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,60 km/h,Dupla,Faixa contínua,Faixa seccionada,
202219405,2022-08-20,,SEM VÍTIMA,CANCELADA,BOA VIAGEM,RUA RIBEIRO DE BRITO,,RUA DOS NAVEGANTES,EDIFICIO HOLIDAY,BOA VIAGEM,,,COLISÃO LATERAL,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
202219414,2022-08-20,,COM VÍTIMA,FINALIZADA,PINA,AV ENGENHEIRO DOMINGOS FERREIRA,1097,,,PINA,200,SUBURBIO,COLISÃO COM CICLISTA,0,1,0,1,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,60 km/h,Única,Canteiro central,,
202219415,2022-08-20,,SEM VÍTIMA,FINALIZADA,JOANA BEZERRA,RUA IMPERIAL,,RUA BOM SUCESSO,APÓS A ESCOLA,JOANA BEZERRA,,,COLISÃO TRANSVERSAL,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
202219420,2022-08-21,,COM VÍTIMA,FINALIZADA,CAMPO GRANDE,RUA MARECHAL DEODORO,603,,EM FRENTE AO EDF. TOPAZIO,CAMPO GRANDE,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Chuvoso,Não existe,Não existente,Molhada,Perfeito estado,Não existe,Não há placas,,Dupla,Não existe,,
202219432,2022-08-21,,COM VÍTIMA,FINALIZADA,PARNAMIRIM,RUA SEBASTIAO MALTA ARCOVERDE,223,AV PARNAMIRIM,EDF. GENIPABU,PARNAMIRIM,,,COLISÃO TRASEIRA,5,0,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,Não há placas,,Única,Faixa contínua,,
202219438,2022-08-21,,COM VÍTIMA,FINALIZADA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,4481,,APOS O HOSPITAL PORTUGUES E/F AO BRADESCO S/T OLINDA,DERBY,,OLINDA,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60 km/h,Dupla,Canteiro central,,
202219441,2022-08-21,,COM VÍTIMA,FINALIZADA,GRAÇAS,RUA DA AMIZADE,67,,EM FRENTE A PADARIA VILA DA AMIZADE,GRAÇAS,,,COLISÃO COM CICLISTA,1,0,0,1,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,30 km/h,Única,Não existe,,
202219445,2022-08-21,,COM VÍTIMA,FINALIZADA,ILHA DO RETIRO,RUA SPORT CLUBE DO RECIFE,,,E/F A FACULDADE UPE  AO LADO DO SPORT,ILHA DO RETIRO,,,COLISÃO LATERAL,1,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,
202219464,2022-08-21,,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,,RUA PROFESSOR ALOISIO PESSOA DE ARAUJO,,BOA VIAGEM,,CIDADE,,2,0,0,0,0,0,0,0,0,0,0,Longo da via,Chuvoso,Não existe,Incompleta,Molhada,Mal iluminada,Não existe,Não há placas,,Única,Faixa seccionada,,
202219465,2022-08-21,,COM VÍTIMA,FINALIZADA,MADALENA,RUA JOSE OSORIO,,,BEIRA DO CANAL,MADALENA,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
202219466,2022-08-21,,SEM VÍTIMA,CANCELADA,ALTO DO MANDU,RUA MANDACARU,469,,PRÓXIMO A ESCOLA VILA SESAMO,ALTO DO MANDU,,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
202219467,2022-08-21,,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA BALTAZAR PASSOS,,RUA COSMORAMA,POSTO BR,BOA VIAGEM,556,LESTE,COLISÃO COM CICLISTA,1,0,0,1,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,,Única,Faixa contínua,,
202219468,2022-08-21,,COM VÍTIMA,FINALIZADA,SANTO ANTÔNIO,RUA PRIMEIRO DE MARCO,,RUA IMPERADOR PEDRO SEGUNDO,CRUZAMENTO C/A RUA DO IMPERADOR,SANTO ANTÔNIO,,,COLISÃO TRASEIRA,0,0,0,0,0,2,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,,Única,Não existe,,
202219479,2022-08-22,,SEM VÍTIMA,FINALIZADA,APIPUCOS,RUA DE APIPUCOS,455,,EM FRENTE AO NÚMERO 455,APIPUCOS,,CIDADE,CHOQUE,1,0,0,0,0,0,0,0,0,0,0,Longo da via,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Não existe,R-6a,,Dupla,Faixa contínua,,
202219487,2022-08-22,,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA ANTONIO DE SA LEITAO,229,RUA PROFESSOR JOSE BRANDAO,COLÉGIO BOA VIAGEM,BOA VIAGEM,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Chuvoso,Não existe,Ilegível,Molhada,Mal conservada,Não existe,"Placas ""Pare""",,Dupla,Faixa seccionada,,
202219494,2022-08-22,,SEM VÍTIMA,CANCELADA,SANTO AMARO,AV CRUZ CABUGA,,RUA FREI CASSIMIRO,,SANTO AMARO,,,COLISÃO FRONTAL,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
202219502,2022-08-22,,COM VÍTIMA,FINALIZADA,BONGI,TRV ESTRADA DO BONGI,99,AV MANOEL GONCALVES DA LUZ,MULTI POSTOS,BONGI,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Não existe,Ilegível,Seca,Mal conservada,Não existe,"Placas ""Pare""",30 km/h,Dupla,Faixa contínua,Faixa seccionada,
202219509,2022-08-22,,COM VÍTIMA,FINALIZADA,CABANGA,RUA CAPITAO TEMUDO,282,,ADVOGADOS ASSOCIADOS MARCO TAFUR,CABANGA,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Outras,,Única,Canteiro central,,
202219539,2022-08-22,,COM VÍTIMA,FINALIZADA,ENCRUZILHADA,EST DE BELEM,190,RUA DONA JULIETA,E/F A IGREJA MATRIZ DE BELEM,ENCRUZILHADA,,CIDADE,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,2,0,Esquina,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,,Dupla,Faixa contínua,Faixa seccionada,
202219555,2022-08-22,,COM VÍTIMA,FINALIZADA,BARRO,AV DR JOSE RUFINO,2612,,EM FRENTE A HIPER MOTOS,BARRO,,CIDADE,COLISÃO TRASEIRA,0,2,0,0,0,0,0,0,0,1,0,Longo da via,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Não existe,Não há placas,60 km/h,Dupla,Faixa contínua,,
202219557,2022-08-22,,COM VÍTIMA,FINALIZADA,SÃO JOSÉ,AV DANTAS BARRETO,1330,RUA DO PEIXOTO,PROX AO TERMINAL DE ONIBUS 1002,SÃO JOSÉ,181,CIDADE,COLISÃO LATERAL,0,1,0,0,0,1,0,0,0,1,0,Cruzamento,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Não existe,"Placas ""Pare""",,Única,Não existe,,
202219565,2022-08-22,,COM VÍTIMA,CANCELADA,CASA FORTE,AV DEZESSETE DE AGOSTO,,RUA PIAUI,POSTO DE GASOLIZA DESLUMBRE,CASA FORTE,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
202219566,2022-08-22,,COM VÍTIMA,FINALIZADA,COHAB,AV CHAPADA DO ARARIPE,52,,EM FRENTE A IGREJA ASSEMBLÉIA DE DEUS,COHAB,,SUBURBIO,ATROPELAMENTO DE PESSOA,0,1,0,0,1,0,0,0,0,1,0,Longo da via,Chuvoso,Não existe,Incompleta,Molhada,Perfeito estado,Faixa de pedestre,Não há placas,,Dupla,Canal,,
202219574,2022-08-22,,SEM VÍTIMA,CANCELADA,LINHA DO TIRO,RUA PROFESSOR JOSE AMARINO DOS REIS,2349,,,LINHA DO TIRO,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
202219596,2022-08-23,,COM VÍTIMA,FINALIZADA,ENCRUZILHADA,RUA DR JOSE MARIA,48,RUA GOMES DE MATOS JUNIOR,POR TRÁS DO HOSPITAL JORGE DE MEDEIROS / CLUBE DE TÊNIS BEAT TÊNIS,ENCRUZILHADA,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Faixa de retenção,"Placas ""Pare""",,Dupla,Faixa seccionada,,
202219597,2022-08-23,,SEM VÍTIMA,CANCELADA,TORRE,RUA JOSE BONIFACIO,1099,,EM FRENTE A GALERIA VITRINE DA TORRE,TORRE,,,COLISÃO LATERAL,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
202219611,2022-08-23,,SEM VÍTIMA,FINALIZADA,IPSEP,RUA PINTOR ANTONIO ALBUQUERQUE,24,RUA DR RAPOSO PINTO,EM FRENTE À IGREJA DO EVANGELHO QUADRANGULAR DO IPSEP,IPSEP,,SUBURBIO,,0,1,0,0,0,0,0,1,0,0,0,Cruzamento,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,R-6a,20 km/h,Dupla,Faixa seccionada,,
202219613,2022-08-23,,SEM VÍTIMA,FINALIZADA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,,AV GOVERNADOR CARLOS DE LIMA CAVALCANTI,PRÓX. À WIZARD,DERBY,75,,COLISÃO TRASEIRA,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
202219615,2022-08-23,,COM VÍTIMA,CANCELADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,,EM FRENTE AO GERALDÃO,IMBIRIBEIRA,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
202219617,2022-08-20,,COM VÍTIMA,FINALIZADA,NOVA DESCOBERTA,AV VEREADOR OTACILIO AZEVEDO,730,,PROX UPA DE NOVA DESCOBERTA,NOVA DESCOBERTA,,CIDADE,COLISÃO TRANSVERSAL,0,1,0,0,0,0,0,0,1,2,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60 km/h,,Não existe,,
202219620,2022-08-23,,COM VÍTIMA,FINALIZADA,PAISSANDU,RUA FRANCISCO ALVES,326,RUA CAPITAO JOSE DA LUZ,PRÓX. À ESCOLA MUNICIPAL DOS COELHOS,PAISSANDU,,SUBURBIO,COLISÃO LATERAL,0,1,0,0,0,0,1,0,0,1,0,Cruzamento,Chuvoso,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-4b,,Dupla,Faixa seccionada,,
202219625,2022-08-23,,SEM VÍTIMA,FINALIZADA,CORDEIRO,EST DO FORTE DO ARRAIAL N. DO B. JESUS,1615,RUA ONZE DE FEVEREIRO,,CORDEIRO,,,,0,1,0,0,0,0,0,1,0,0,0,Cruzamento,Nublado,Não existe,Incompleta,Molhada,Perfeito estado,Não existe,Não há placas,,Dupla,Não existe,,
